"COU","Country","CORP_TAX","Corporate income tax rate","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,33.99,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29.58,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,29.58,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,25,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,25,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,25,,
"BEL","Belgium","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,25,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,51.612,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,38.26,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,38.286,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,39.638,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,38.338,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,38.363,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,38.415,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,38.363,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,29.405,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,29.37,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,29.487,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,29.551,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,29.58,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,29.645,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,29.707,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,29.78,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,29.819,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,29.889,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29.897,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,29.938,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,29.83,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,29.941,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,29.941,,
"DEU","Germany","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,29.941,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,40.87,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,40.87,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,40.87,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,40.87,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,39.54,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,37,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,37,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,34.62,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,32.11,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,29.97,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,29.97,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,29.74,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,29.74,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,29.74,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,29.74,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,29.74,,
"JPN","Japan","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,29.74,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,28,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,27,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,27,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,25,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,24,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,23,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,22,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,22,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,22,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,22,,
"NOR","Norway","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,22,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,30,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,15,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,18,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,20,,
"ISL","Iceland","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,20,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,42.43,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,40.48,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,38.02,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,35.87,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,34.38,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,34.18,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,33.93,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,33.95,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,31.4,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,30.9,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,29.4,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,27.7,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,26.1,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,26.2,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,26.2,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,26.7,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,26.7,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,26.65,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,26.78,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,26.62,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,26.25,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,26.18,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,26.21,,
"CAN","Canada","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,26.21,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,35,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,34,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,33,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,29,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,28,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,30,,
"MEX","Mexico","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,30,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,29,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,29,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,25,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,25,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,19,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,23,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,22,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,21,,
"SVK","Slovak Republic","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,21,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,34,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,30,,
"AUS","Australia","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,30,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,24,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,24,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2004","2004","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2005","2005","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2006","2006","PC","Percentage","0","Units",,,19,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2007","2007","PC","Percentage","0","Units",,,18,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2008","2008","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2009","2009","PC","Percentage","0","Units",,,20,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2010","2010","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2011","2011","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2012","2012","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2013","2013","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2014","2014","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2015","2015","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2016","2016","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2017","2017","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2018","2018","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2019","2019","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2020","2020","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2021","2021","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2022","2022","PC","Percentage","0","Units",,,15,,
"LTU","Lithuania","COMB_CIT_RATE","Combined corporate income tax rate","2023","2023","PC","Percentage","0","Units",,,15,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2000","2000","PC","Percentage","0","Units",,,35,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2001","2001","PC","Percentage","0","Units",,,35,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2002","2002","PC","Percentage","0","Units",,,34.5,,
"NLD","Netherlands","COMB_CIT_RATE","Combined corporate income tax rate","2003","2003","PC","Percentage","0","Units",,,34.5,,
